id,seller,price,area_total,area_kitchen,area_living,floor,rooms,layout,ceiling,bathrooms_shared,bathrooms_private,windows_court,windows_street,balconies,loggias,condition,phones,building_id
1542,1.0,16000000.0,68.0,,,4.0,2.0,,,,,,,,,1.0,1.0,3735
1543,3.0,15988073.0,55.8,23.4,14.6,8.0,1.0,,,1.0,0.0,,,,,,1.0,1168
1544,3.0,15916117.0,90.5,12.4,52.8,2.0,3.0,,2.78,,,,,,,,1.0,6144
1545,0.0,15900000.0,52.0,,,6.0,1.0,,,,,,,1.0,1.0,0.0,1.0,5404
1546,3.0,16331700.0,60.6,11.5,31.4,12.0,2.0,,3.0,,,,,,,,1.0,3382
1547,3.0,16268665.0,86.8,12.0,47.0,2.0,3.0,,2.78,,,,,,,,1.0,4542
1548,2.0,16250000.0,74.0,10.0,,2.0,3.0,1.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1482
1549,3.0,16512000.0,64.5,18.4,28.3,7.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1550,3.0,16515800.0,65.8,19.3,28.5,2.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1551,0.0,16500000.0,63.0,17.5,26.2,6.0,1.0,,,,,,,0.0,1.0,1.0,1.0,7487
1552,3.0,16800000.0,52.5,20.3,12.9,14.0,1.0,,3.0,1.0,0.0,,,,,,1.0,7787
1553,1.0,16700000.0,77.0,10.4,51.4,2.0,3.0,,3.1,0.0,1.0,,,,,2.0,1.0,7907
1554,0.0,16700000.0,41.0,22.0,16.0,6.0,1.0,,2.9,,,,,,,3.0,2.0,6178
1555,1.0,16999999.0,68.5,10.0,41.0,30.0,2.0,,3.1,,,1.0,1.0,,,,1.0,7767
1556,3.0,16961200.0,50.4,10.0,,9.0,2.0,,,,,,,,,,1.0,7624
1557,1.0,17000000.0,72.0,8.6,53.8,3.0,3.0,1.0,,0.0,1.0,1.0,0.0,,,2.0,2.0,8169
1558,3.0,17075500.0,64.0,12.2,36.0,5.0,2.0,,,,,,,,,,1.0,7624
1559,3.0,17050350.0,59.1,12.1,29.8,9.0,2.0,,3.0,0.0,1.0,,,,,,1.0,7787
1560,3.0,17061581.0,54.4,,,5.0,1.0,,,,,,,,,,1.0,2952
1561,3.0,17380000.0,63.2,14.2,27.8,12.0,2.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1562,3.0,17389739.0,73.7,12.8,22.9,3.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,3210
1563,3.0,17373600.0,68.4,19.1,30.8,3.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1564,3.0,17380000.0,86.9,12.0,53.6,23.0,4.0,,2.8,3.0,0.0,1.0,1.0,,,,1.0,4108
1565,3.0,17384524.0,55.0,,,10.0,1.0,,,,,,,,,,1.0,2952
1566,3.0,17213652.0,64.5,27.7,16.4,10.0,1.0,,,1.0,1.0,,,,,,1.0,7718
1567,,17290000.0,77.0,10.0,55.0,9.0,3.0,,2.64,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,5754
1568,3.0,17507469.0,57.0,24.2,15.5,11.0,1.0,,,1.0,0.0,,,,,,1.0,1168
1569,,17500000.0,77.0,,48.0,4.0,3.0,1.0,,1.0,0.0,1.0,1.0,,,2.0,1.0,4157
1570,3.0,18059333.0,55.7,,,16.0,1.0,,,,,,,,,,1.0,2952
1571,1.0,18150000.0,78.0,12.0,50.0,3.0,3.0,,3.0,1.0,0.0,,,,,0.0,1.0,4274
1572,3.0,18540921.0,73.8,25.4,24.9,3.0,2.0,,,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,6178
1573,3.0,18464639.0,57.3,,,14.0,1.0,,,,,,,,,,1.0,2952
1574,3.0,18632000.0,68.5,18.5,31.4,9.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1575,3.0,18687529.0,75.7,20.4,28.0,5.0,2.0,,,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,6178
1576,3.0,18825450.0,82.0,14.1,47.1,6.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1577,3.0,18833402.0,102.9,5.8,57.2,19.0,4.0,,2.8,3.0,0.0,1.0,1.0,,,,1.0,4108
1578,3.0,18837886.0,81.5,13.5,45.7,7.0,1.0,,,1.0,1.0,,,,,,1.0,7718
1579,2.0,19000000.0,67.0,14.0,32.0,11.0,1.0,,,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5591
1580,3.0,18850000.0,65.0,14.2,29.4,21.0,2.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1581,3.0,18936000.0,78.9,15.7,39.1,2.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1582,3.0,19049298.0,62.8,21.5,17.2,10.0,1.0,,,1.0,0.0,,,,,,1.0,7718
1583,3.0,19136000.0,83.2,21.1,30.1,2.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1584,3.0,19098800.0,71.8,18.2,32.2,7.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1585,3.0,19313000.0,86.8,,,47.0,2.0,,,,,1.0,0.0,,,,1.0,679
1586,3.0,19389009.0,68.8,19.6,24.8,3.0,2.0,,,2.0,1.0,1.0,0.0,0.0,1.0,,1.0,6178
1587,0.0,19200000.0,83.3,8.6,62.7,2.0,5.0,2.0,3.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8859
1588,3.0,19442500.0,70.7,19.2,30.6,9.0,2.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0,743
1589,3.0,19440741.0,83.7,23.5,33.2,7.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1590,3.0,19749502.0,74.1,20.3,27.0,2.0,2.0,,,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,5121
1591,3.0,19951000.0,71.0,20.3,30.7,5.0,2.0,,3.0,,,,,,,,1.0,7787
1592,3.0,19951017.0,78.2,32.6,23.6,3.0,1.0,,,1.0,1.0,,,,,,1.0,1168
1593,3.0,19998308.0,83.2,23.5,33.2,8.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1594,3.0,20092500.0,70.5,15.0,38.4,18.0,2.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1595,1.0,20000000.0,64.0,12.0,48.0,9.0,2.0,,2.8,1.0,1.0,1.0,0.0,,,3.0,2.0,304
1596,3.0,20106600.0,71.3,18.2,32.2,12.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1597,3.0,20095240.0,76.3,13.5,40.1,11.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1598,3.0,20389851.0,82.3,37.1,15.6,3.0,1.0,,,1.0,1.0,,,0.0,1.0,,1.0,3210
1599,3.0,20290500.0,83.5,20.7,29.9,6.0,1.0,,3.1,0.0,2.0,0.0,1.0,0.0,1.0,,1.0,5839
1600,,20550790.0,88.4,7.0,51.4,24.0,4.0,,,0.0,1.0,,,0.0,2.0,,1.0,5065
1601,3.0,20539000.0,87.4,10.0,48.6,7.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1602,3.0,20472321.0,81.2,17.3,24.1,5.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,3210
1603,3.0,20555979.0,73.9,24.7,15.0,11.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,7718
1604,1.0,20500000.0,83.15,14.0,51.0,7.0,2.0,,3.2,2.0,0.0,0.0,1.0,,,0.0,2.0,8372
1605,3.0,20633347.0,77.1,22.6,27.6,2.0,2.0,,,2.0,1.0,1.0,0.0,0.0,1.0,,1.0,5121
1606,1.0,20600000.0,72.5,8.6,53.8,6.0,3.0,,,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,8169
1607,3.0,20735437.0,76.0,34.7,22.1,7.0,1.0,,,1.0,1.0,,,,,,1.0,1168
1608,3.0,20607384.0,95.6,34.5,34.5,5.0,2.0,,,2.0,0.0,,,,,,1.0,7718
1609,3.0,20764758.0,73.1,12.8,22.9,10.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,3210
1610,2.0,20600000.0,52.0,,,8.0,2.0,,,,,,,,,,0.0,3761
1611,1.0,20900000.0,86.0,9.0,57.0,6.0,4.0,,3.25,0.0,1.0,,,2.0,0.0,1.0,1.0,9493
1612,3.0,20829845.0,56.6,6.5,31.8,28.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,2500
1613,3.0,21016192.0,67.5,19.2,26.2,3.0,2.0,,,2.0,1.0,1.0,0.0,0.0,1.0,,1.0,5121
1614,3.0,21599104.0,80.0,34.1,24.5,5.0,1.0,,,1.0,1.0,,,,,,1.0,1168
1615,3.0,21784300.0,89.5,,71.6,5.0,3.0,,,0.0,1.0,0.0,1.0,,,,1.0,679
1616,3.0,21696433.0,78.2,24.0,27.6,5.0,2.0,,,2.0,1.0,1.0,0.0,0.0,1.0,,1.0,5121
1617,3.0,21867300.0,80.1,12.9,48.7,8.0,3.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0,1702
1618,1.0,22000000.0,83.0,10.0,59.0,10.0,3.0,,,0.0,1.0,1.0,0.0,,,,2.0,1192
1619,,39600000.0,85.0,15.0,44.0,73.0,2.0,,3.5,0.0,1.0,1.0,1.0,,,0.0,1.0,5745
1620,3.0,22187018.0,71.1,7.2,46.3,2.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,2500
1621,3.0,22152273.0,92.0,25.0,44.3,9.0,2.0,,,1.0,1.0,,,,,,1.0,2735
1622,0.0,22500000.0,80.0,9.0,46.0,1.0,3.0,,,,,,,,,,0.0,1192
1623,3.0,22726800.0,96.3,17.9,46.2,3.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1624,1.0,22990000.0,141.0,20.0,84.0,4.0,4.0,,,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,9449
1625,3.0,22776700.0,95.3,17.8,46.2,4.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1626,3.0,22817057.0,90.5,20.4,28.7,5.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,3210
1627,0.0,23000000.0,83.3,20.0,52.0,25.0,2.0,1.0,3.1,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,8961
1628,3.0,23299806.0,85.6,23.8,28.6,3.0,2.0,,,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,6178
1629,1.0,23500000.0,88.0,13.0,55.0,2.0,3.0,1.0,3.1,0.0,2.0,0.0,1.0,,,2.0,2.0,6029
1630,3.0,23526710.0,80.4,17.3,24.1,11.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,3210
1631,3.0,23840000.0,74.5,17.6,35.3,20.0,2.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1632,2.0,23840486.0,144.9,,,2.0,4.0,,,,,1.0,0.0,1.0,0.0,,1.0,4444
1633,3.0,23835500.0,96.5,19.4,50.1,3.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1634,3.0,24046406.0,90.4,20.4,28.7,7.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,3210
1635,3.0,24270043.0,92.5,13.1,51.0,3.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1636,3.0,24425000.0,97.7,19.3,50.1,4.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1637,3.0,24644000.0,101.0,16.5,43.8,2.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1638,3.0,24798800.0,100.4,19.4,50.8,3.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1639,1.0,24800000.0,100.1,,,24.0,3.0,,,2.0,0.0,1.0,0.0,,,0.0,1.0,7767
1640,3.0,25034400.0,102.6,19.9,47.9,2.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1641,3.0,25089987.0,95.3,26.8,45.8,12.0,2.0,,,1.0,1.0,,,,,,1.0,2735
1642,3.0,25376000.0,104.0,21.3,47.0,2.0,1.0,,3.1,2.0,0.0,1.0,1.0,0.0,1.0,,1.0,5839
1643,3.0,25617269.0,85.9,19.1,39.3,5.0,3.0,,,2.0,2.0,0.0,1.0,0.0,2.0,,1.0,6178
1644,3.0,25813300.0,88.1,19.4,45.3,19.0,3.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0,743
1645,3.0,25885669.0,86.8,19.1,39.4,5.0,3.0,,,2.0,2.0,0.0,1.0,0.0,1.0,,1.0,6178
1646,3.0,25917404.0,86.7,19.2,39.2,13.0,3.0,,,2.0,2.0,1.0,1.0,0.0,1.0,,1.0,5121
1647,3.0,25659994.0,95.3,13.8,53.1,5.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1648,3.0,25947966.0,72.6,6.3,46.3,25.0,2.0,,,1.0,2.0,1.0,1.0,,,,1.0,2500
1649,3.0,25905945.0,98.2,30.7,47.0,3.0,2.0,,,2.0,0.0,,,,,,1.0,7718
1650,3.0,25739480.0,101.9,51.3,20.3,11.0,1.0,,,1.0,1.0,,,,,,1.0,2735
1651,2.0,26000000.0,100.0,13.0,87.0,4.0,3.0,1.0,,0.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,7767
1652,3.0,25980044.0,100.2,17.0,52.7,2.0,2.0,,,1.0,1.0,,,,,,1.0,7718
1653,3.0,26358711.0,84.5,5.2,50.1,2.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,2500
1654,3.0,26670800.0,92.0,15.3,51.1,12.0,3.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0,743
1655,3.0,27220500.0,78.9,15.0,45.3,20.0,3.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1656,3.0,27545337.0,82.6,37.1,15.6,14.0,1.0,,,1.0,1.0,,,0.0,1.0,,1.0,3210
1657,3.0,27790835.0,104.7,20.3,48.0,13.0,3.0,,,2.0,2.0,1.0,1.0,0.0,1.0,,1.0,5121
1658,3.0,27887500.0,125.0,,,54.0,3.0,,,,,0.0,1.0,,,,1.0,679
1659,3.0,28021875.0,101.8,20.4,45.5,12.0,3.0,,,2.0,2.0,1.0,1.0,0.0,1.0,,1.0,6178
1660,3.0,28063627.0,101.5,35.4,27.7,4.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0,1168
1661,3.0,28090851.0,91.9,7.1,62.4,9.0,3.0,,,1.0,2.0,1.0,1.0,,,,1.0,2500
1662,3.0,28314293.0,110.9,50.8,37.9,10.0,2.0,,,2.0,1.0,,,,,,1.0,7718
1663,3.0,28135925.0,91.8,27.8,28.1,8.0,2.0,,,2.0,0.0,,,,,,1.0,7718
1664,3.0,28464111.0,105.5,21.3,48.5,9.0,3.0,,,2.0,1.0,1.0,1.0,0.0,1.0,,1.0,5121
1665,3.0,28747018.0,92.95,21.2,39.2,12.0,3.0,,,2.0,2.0,1.0,0.0,0.0,1.0,,1.0,6178
1666,,28700000.0,100.0,10.0,70.0,24.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,2.0,7767
1667,1.0,29000000.0,130.2,16.2,100.2,8.0,4.0,,3.0,2.0,0.0,,,1.0,0.0,3.0,1.0,6588
1668,3.0,28962559.0,114.7,48.8,38.0,2.0,2.0,,,2.0,1.0,,,,,,1.0,1168
1669,3.0,29337000.0,76.2,18.3,35.3,24.0,2.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1670,3.0,29781106.0,90.5,19.2,42.8,10.0,3.0,,,2.0,2.0,1.0,0.0,0.0,1.0,,1.0,5121
1671,1.0,30000000.0,153.0,18.0,86.0,13.0,4.0,,,0.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,3347
1672,3.0,30057050.0,109.1,15.6,66.7,6.0,4.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0,1702
1673,3.0,30137388.0,106.0,35.4,32.9,5.0,1.0,,,1.0,1.0,,,0.0,1.0,,1.0,1168
1674,3.0,30330000.0,101.1,,,4.0,1.0,,,,,,,,,,1.0,2952
1675,3.0,30250000.0,125.0,16.9,66.4,3.0,1.0,,3.1,0.0,3.0,1.0,1.0,0.0,1.0,,1.0,5839
1676,3.0,30634400.0,119.2,12.8,67.8,3.0,1.0,,3.1,0.0,3.0,1.0,1.0,0.0,1.0,,1.0,5839
1677,3.0,30944000.0,96.7,18.0,54.0,18.0,3.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1678,3.0,31339500.0,122.9,15.2,67.7,4.0,1.0,,3.1,0.0,3.0,1.0,1.0,0.0,1.0,,1.0,5839
1679,3.0,31939006.0,103.2,37.0,28.6,9.0,2.0,,,1.0,1.0,,,0.0,1.0,,1.0,1168
1680,3.0,32669589.0,121.6,42.1,37.0,3.0,2.0,,,2.0,1.0,,,0.0,1.0,,1.0,1168
1681,2.0,32950000.0,140.0,20.0,89.0,6.0,3.0,2.0,3.1,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,8561
1682,3.0,34334500.0,99.4,9.8,62.3,17.0,3.0,,,,,,,,,,1.0,7624
1683,1.0,34950000.0,110.0,14.0,59.0,3.0,3.0,1.0,,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,6749
1684,3.0,35283490.0,124.1,43.8,39.0,5.0,2.0,,,2.0,1.0,,,0.0,1.0,,1.0,1168
1685,3.0,35248767.0,131.2,49.0,40.2,3.0,2.0,,,2.0,1.0,,,0.0,1.0,,1.0,1168
1686,1.0,35000000.0,100.0,22.0,52.0,10.0,3.0,,3.0,2.0,1.0,,,1.0,0.0,3.0,2.0,1357
1687,3.0,35526096.0,135.4,12.4,87.1,3.0,3.0,,,2.0,1.0,,,,,,1.0,7718
1688,2.0,35800000.0,124.0,19.0,75.0,15.0,4.0,1.0,,1.0,1.0,,,,,3.0,2.0,3390
1689,3.0,36267000.0,94.2,21.0,54.0,24.0,3.0,,4.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,3599
1690,2.0,37000000.0,122.0,15.0,95.0,4.0,3.0,,,,,,,,,,0.0,415
1691,,36999000.0,137.0,25.0,68.0,17.0,3.0,,,,,,,,,,0.0,7487
1692,1.0,29700000.0,126.0,25.0,51.0,2.0,3.0,1.0,3.2,2.0,0.0,1.0,1.0,,,0.0,2.0,7767
1693,3.0,20993280.0,78.1,12.4,45.5,18.0,3.0,,3.0,1.0,1.0,,,0.0,1.0,,1.0,743
1694,3.0,26933429.0,96.96,17.1,41.5,10.0,3.0,,3.0,0.0,2.0,1.0,1.0,,,,1.0,2247
1695,,11100000.0,61.0,12.0,33.0,8.0,2.0,1.0,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6045
1696,,2938800.0,18.6,2.0,10.9,11.0,1.0,,2.6,1.0,0.0,1.0,0.0,,,2.0,2.0,4512
1697,,8873865.0,65.01,15.4,30.5,2.0,2.0,,,0.0,1.0,,,0.0,1.0,,1.0,1971
1698,,49945635.0,123.88,,49.8,15.0,3.0,,,2.0,0.0,,,2.0,0.0,,1.0,4367
1699,,25146200.0,129.5,,,46.0,3.0,,,,,,,,,,,20
1700,,11940000.0,62.5,,,12.0,3.0,,2.5,0.0,1.0,1.0,1.0,,,3.0,1.0,9677
1701,,5790000.0,37.6,,17.0,2.0,1.0,,2.74,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,211
1702,,27400000.0,86.0,8.0,58.0,5.0,3.0,,,,,,,,,,0.0,7456
1703,3.0,29587420.0,134.2,,,46.0,1.0,,,,,1.0,0.0,,,,1.0,8296
1704,3.0,7577020.0,34.1,8.7,16.2,2.0,1.0,,2.8,,,,,1.0,0.0,,1.0,4411
1705,,9840000.0,77.0,13.4,39.9,2.0,3.0,1.0,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3364
1706,3.0,14652936.0,81.36,14.0,45.4,4.0,3.0,,3.0,0.0,2.0,1.0,1.0,,,,1.0,2344
1707,,94000000.0,130.3,,,6.0,3.0,,,0.0,2.0,,,,,,1.0,1136
1708,,2960000.0,18.5,2.0,10.4,10.0,1.0,,,1.0,0.0,1.0,0.0,,,1.0,2.0,4512
1709,,6300000.0,39.0,,,3.0,1.0,,,1.0,0.0,,,1.0,0.0,1.0,1.0,2363
1710,,6950000.0,44.0,6.0,29.0,4.0,2.0,,,0.0,1.0,,,,,0.0,1.0,947
1711,,7100000.0,35.5,9.2,14.2,1.0,1.0,,,0.0,1.0,,,,,2.0,1.0,8143
1712,,8400000.0,51.0,9.0,30.2,11.0,2.0,1.0,2.65,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3364
1713,,9250000.0,34.1,,32.0,19.0,1.0,,,,,0.0,1.0,1.0,0.0,0.0,1.0,20
1714,,10200000.0,44.3,6.0,27.3,9.0,2.0,1.0,2.64,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,6828
1715,,10950000.0,64.0,8.5,39.0,7.0,3.0,1.0,,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,410
1716,,11700000.0,75.0,10.0,45.0,2.0,3.0,1.0,,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,4797
1717,,12300000.0,76.1,,,15.0,3.0,,,0.0,2.0,,,2.0,0.0,1.0,1.0,7209
1718,,15500000.0,81.4,10.0,52.6,1.0,3.0,1.0,,1.0,0.0,1.0,0.0,,,2.0,2.0,7129
1719,,15800000.0,50.7,15.0,20.0,21.0,2.0,1.0,,0.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,5821
1720,,34700000.0,82.0,10.0,50.0,8.0,3.0,,,,,1.0,1.0,,,0.0,1.0,1136
1721,,2541000.0,15.4,,,3.0,1.0,,,1.0,0.0,1.0,1.0,,,1.0,1.0,1134
1722,,3298000.0,19.4,,,5.0,1.0,,3.0,1.0,0.0,1.0,1.0,,,1.0,1.0,1134
1723,,4700000.0,38.0,,,10.0,2.0,,,,,,,,,,0.0,3594
1724,,4800000.0,19.0,3.0,14.0,4.0,1.0,,3.0,1.0,0.0,,,,,3.0,1.0,371
1725,,4968000.0,36.8,2.0,,15.0,1.0,,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4512
1726,,5096000.0,39.2,12.7,19.6,16.0,1.0,,2.6,1.0,0.0,1.0,0.0,,,1.0,2.0,4512
1727,,5250000.0,30.0,,,5.0,1.0,,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,6608
1728,,6150000.0,32.0,7.0,18.0,4.0,1.0,,,1.0,0.0,1.0,0.0,,,1.0,1.0,2426
1729,3.0,6194127.0,20.49,2.6,10.6,6.0,1.0,,3.0,1.0,0.0,1.0,0.0,,,,1.0,4035
1730,3.0,6423600.0,26.5,,21.9,21.0,1.0,,3.0,1.0,0.0,,,,,,1.0,2851
1731,,6770775.0,42.45,11.3,17.6,16.0,1.0,,,1.0,0.0,,,0.0,1.0,,1.0,1971
1732,3.0,6843064.0,26.92,3.3,13.6,5.0,1.0,,3.0,1.0,0.0,1.0,0.0,,,,1.0,2344
1733,,6980000.0,54.1,10.0,34.0,4.0,2.0,,3.2,0.0,1.0,1.0,1.0,0.0,1.0,,1.0,420
1734,,39990000.0,90.0,8.7,54.2,5.0,4.0,,3.2,1.0,1.0,,,0.0,2.0,0.0,2.0,8350
1735,,7450000.0,38.9,,,2.0,1.0,,,,,,,,,,,3128
1736,,7400000.0,39.0,9.0,21.1,4.0,1.0,,2.7,,,1.0,0.0,0.0,2.0,2.0,1.0,8000
1737,,7500000.0,34.8,9.6,19.4,4.0,1.0,,2.64,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4772
1738,,7500000.0,38.0,8.0,20.0,5.0,1.0,,2.74,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,7025
1739,,7750000.0,38.67,12.4,15.0,4.0,1.0,,,1.0,0.0,1.0,0.0,,,,1.0,4292
1740,3.0,8398390.0,41.95,18.7,13.1,13.0,1.0,,3.0,1.0,0.0,1.0,0.0,,,,1.0,2344
1741,3.0,8535830.0,40.9,12.1,19.8,3.0,1.0,,2.8,,,,,1.0,0.0,,1.0,4411
1742,,8500000.0,37.6,6.0,24.9,5.0,2.0,,,1.0,0.0,,,,,1.0,1.0,4458
1743,,8600000.0,63.0,,,2.0,3.0,2.0,2.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3439
1744,3.0,8898750.0,37.5,11.1,17.4,19.0,1.0,,3.0,1.0,0.0,,,,,,1.0,2851
1745,,8900000.0,47.3,8.8,31.7,6.0,2.0,2.0,2.64,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2108
1746,,9050000.0,55.7,17.6,26.8,7.0,2.0,1.0,3.4,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3873
1747,3.0,9469230.0,43.9,13.5,18.0,11.0,1.0,,2.8,,,,,1.0,0.0,,1.0,8426
1748,,9700000.0,51.6,8.4,30.6,12.0,2.0,1.0,,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,8402
1749,,9850000.0,40.0,7.0,24.0,4.0,1.0,,,,,,,,,,0.0,3281
1750,,9990000.0,53.0,9.0,31.0,2.0,2.0,,,,,,,,,,0.0,5945
1751,3.0,10019880.0,46.8,17.9,13.8,14.0,1.0,,3.0,1.0,0.0,,,,,,1.0,2851
1752,,10290000.0,58.3,10.1,34.2,1.0,2.0,1.0,2.64,0.0,1.0,1.0,0.0,,,1.0,1.0,3550
1753,,10300000.0,54.1,8.5,30.6,12.0,2.0,,2.64,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,9393
1754,3.0,10579200.0,57.0,11.0,33.8,3.0,2.0,,2.8,,,,,1.0,0.0,,1.0,4411
1755,3.0,11187750.0,52.5,11.3,27.1,12.0,2.0,,3.0,0.0,1.0,,,,,,1.0,7479
1756,,11500000.0,41.0,21.0,16.0,4.0,2.0,,2.9,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2779
1757,,11557352.0,36.66,,26.1,8.0,1.0,,,1.0,0.0,,,,,,1.0,4367
1758,,12000000.0,50.1,21.9,16.6,7.0,1.0,,3.3,1.0,0.0,1.0,0.0,,,,1.0,6445
1759,,12200000.0,58.0,10.5,34.0,16.0,2.0,1.0,2.75,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,392
1760,,12390000.0,64.0,8.0,46.0,9.0,3.0,,,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,3832
1761,3.0,12591400.0,62.8,20.7,26.0,10.0,2.0,,3.0,0.0,2.0,0.0,1.0,1.0,0.0,,1.0,2344
1762,,13305760.0,63.97,21.1,27.1,10.0,2.0,,3.0,0.0,2.0,0.0,1.0,,,,1.0,2344
1763,3.0,13664361.0,59.23,20.9,22.9,10.0,2.0,,3.0,0.0,2.0,0.0,1.0,1.0,0.0,,1.0,4035
1764,,13900000.0,93.1,15.0,65.3,2.0,3.0,,3.2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,9144
1765,,14181410.0,79.9,10.1,49.1,16.0,3.0,1.0,2.8,2.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,8426
1766,3.0,14908494.0,81.78,14.0,45.4,9.0,3.0,,3.0,0.0,2.0,1.0,1.0,1.0,0.0,,1.0,2344
1767,,15700000.0,63.64,12.5,34.9,7.0,2.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,1274
