id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating
5069,0.0,55.796152,37.393928,8.0,улица Твардовского,5К2,2011.0,2.0,32.0,0.0,1.0,1.0,0.0,,0.0
2285,1.0,55.754780000000004,37.544288,0.0,м. Селигерская,Селигер Сити ЖК,2019.0,2.0,38.0,1.0,1.0,1.0,0.0,0.0,
9618,1.0,55.823328000000004,37.505939,1.0,Старопетровский проезд,8к2,2021.0,2.0,17.0,0.0,1.0,0.0,0.0,,
8126,0.0,55.943158999999994,37.551753000000005,2.0,1-я Северная линия,6,1949.0,0.0,2.0,1.0,0.0,0.0,,,0.0
525,0.0,55.747323,37.396371,7.0,улица Маршала Тимошенко,17К2,2003.0,2.0,20.0,1.0,1.0,1.0,0.0,1.0,0.0
3417,,55.578136,37.682359000000005,5.0,Загорьевский проезд,17К1,1976.0,,9.0,,,,,,
6098,0.0,55.411343,37.182716,10.0,пос. Шишкин Лес,19,1976.0,3.0,5.0,1.0,0.0,0.0,,,0.0
5961,0.0,55.74827,37.424713,7.0,улица Крылатские Холмы,3К2,2001.0,2.0,10.0,0.0,1.0,0.0,,,0.0
1894,0.0,55.537801,37.503971,6.0,улица Адмирала Лазарева,74,2001.0,3.0,10.0,0.0,1.0,1.0,1.0,1.0,0.0
8403,0.0,55.629674,37.520258,6.0,Профсоюзная улица,115К2,1986.0,3.0,17.0,0.0,1.0,1.0,,1.0,0.0
379,0.0,55.688974,37.587587,6.0,улица Винокурова,7/5К3,1960.0,4.0,5.0,1.0,0.0,0.0,,0.0,0.0
6067,0.0,55.542885,37.552795,6.0,Веневская улица,25,1994.0,3.0,10.0,1.0,1.0,1.0,,1.0,0.0
8140,0.0,55.675839,37.522197999999996,6.0,улица Кравченко,4К2,1959.0,0.0,8.0,0.0,1.0,0.0,,1.0,0.0
3019,0.0,55.688025,37.562298999999996,6.0,улица Ивана Бабушкина,2К3,1957.0,3.0,5.0,0.0,1.0,0.0,,,0.0
2126,0.0,55.641442000000005,37.544674,6.0,мкр. 6-й,к616,2008.0,3.0,13.0,0.0,1.0,0.0,,1.0,0.0
3748,0.0,55.80049399999999,37.719414,3.0,улица Хромова,7/1к1,1984.0,0.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
7972,,55.692648,37.496704,7.0,улица Раменки,7К1,1985.0,,17.0,,,,,,
281,0.0,55.755246,37.505957,7.0,улица Заречная,15,1967.0,,5.0,1.0,0.0,0.0,1.0,,
347,0.0,55.68196,37.609218,6.0,улица Нагорная,8,2010.0,,17.0,0.0,1.0,1.0,1.0,1.0,0.0
6166,0.0,55.852045999999994,37.387882,8.0,улица Центральная,14а,1971.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
7263,0.0,55.724270999999995,37.446909999999995,7.0,Можайское шоссе,2,2000.0,2.0,26.0,1.0,1.0,1.0,0.0,1.0,1.0
9053,1.0,55.50625,37.569557,11.0,улица Юбилейная,12к1,,,5.0,,,,,,
6556,0.0,55.742975,37.492419,7.0,Сеславинская улица,24,1965.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
1044,0.0,55.709196,37.469997,7.0,Нежинская улица,8К1,2005.0,2.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0
4819,0.0,55.814952000000005,37.795026,3.0,Байкальская улица,18к4,2008.0,2.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0
9092,,55.672670999999994,37.594530999999996,6.0,Нагорный бульвар,6,1958.0,,5.0,,,,,,
6104,0.0,55.682077,37.610125,6.0,улица Нагорная,4,2010.0,,17.0,1.0,1.0,1.0,1.0,1.0,0.0
7237,0.0,55.653907999999994,37.400153,7.0,Солнцевский проспект,6к1,2009.0,2.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0
3554,0.0,55.814204000000004,37.821867,3.0,Новосибирская улица,6К1,1976.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
2370,0.0,55.743607999999995,37.789582,3.0,2-я Владимирская улица,59/39,1967.0,0.0,5.0,1.0,0.0,0.0,,,0.0
7117,0.0,55.739732,37.827212,3.0,улица Старый Гай,10,1971.0,3.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0
1280,0.0,55.799416,37.77158,3.0,Измайловский проезд,20К3,1959.0,0.0,5.0,1.0,0.0,0.0,,,0.0
2034,0.0,55.760342,37.449622999999995,7.0,Островной проезд,9К1,2003.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0
2540,0.0,55.790124,37.808716,3.0,Нижняя Первомайская улица,46Б,1958.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0
279,0.0,55.743928000000004,37.874464,3.0,Новокосинская улица,47,1987.0,2.0,17.0,0.0,1.0,1.0,,1.0,0.0
5317,0.0,55.791996999999995,37.778811,3.0,Первомайская улица,24,1958.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0
4812,0.0,55.797973999999996,37.68897,3.0,улица Короленко,1К2,1960.0,0.0,5.0,1.0,0.0,1.0,,0.0,0.0
5849,,55.63215400000001,37.479879,6.0,улица Академика Варги,40,,,16.0,,,,,,
6255,0.0,55.527581000000005,37.514077,6.0,проезд Чечерский,128,2015.0,2.0,17.0,0.0,1.0,1.0,,1.0,3.0
5870,0.0,55.685351000000004,37.461166999999996,7.0,1-й Очаковский переулок,1,2000.0,3.0,17.0,0.0,1.0,1.0,,,
1887,0.0,55.749632999999996,37.577560999999996,0.0,Малый Новопесковский переулок,8,2006.0,2.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0
85,0.0,55.705102000000004,37.509478,7.0,Мичуринский проспект,8К2,1961.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
2786,0.0,55.721899,37.402704,7.0,улица Толбухина,12К2,1959.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
803,0.0,55.67756,37.486436,7.0,улица Коштоянца,10,1984.0,3.0,23.0,0.0,1.0,1.0,1.0,1.0,0.0
7613,0.0,55.738637,37.490227000000004,7.0,Кастанаевская улица,24,2007.0,2.0,23.0,1.0,1.0,1.0,0.0,1.0,3.0
1986,0.0,55.744064,37.541385999999996,7.0,Кутузовский проспект,26К3,,,12.0,0.0,1.0,0.0,1.0,0.0,
1114,0.0,55.855563000000004,37.47527,1.0,Советская улица,11,1979.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
3927,0.0,55.70963199999999,37.396299,7.0,Беловежская улица,53К2,1984.0,3.0,16.0,0.0,1.0,1.0,,1.0,0.0
4844,0.0,55.635304000000005,37.380525,7.0,Родниковая улица,16К3,1979.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
7092,0.0,55.85244,37.435762,8.0,улица Героев Панфиловцев,1К2,2007.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0
6133,0.0,55.721949,37.426977,7.0,Можайское шоссе,22к2,2009.0,2.0,25.0,0.0,1.0,1.0,0.0,1.0,
5554,0.0,55.65101800000001,37.343362,7.0,Лукинская улица,6,2009.0,3.0,16.0,0.0,1.0,0.0,,1.0,0.0
9497,0.0,55.740912,37.547558,7.0,улица Дунаевского,8К1,1928.0,0.0,5.0,1.0,0.0,0.0,,,0.0
8711,0.0,55.496037,37.326141,10.0,улица 2-я Изумрудная,5к2,2013.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0
2121,0.0,55.86016,37.672082,2.0,улица Радужная,1,2004.0,4.0,5.0,1.0,0.0,0.0,,,0.0
8386,0.0,55.751351,37.514302,7.0,улица Заречная,36к2,2013.0,0.0,3.0,1.0,0.0,0.0,,,
7795,0.0,55.849236,37.651601,2.0,проезд Нансена,3,1999.0,3.0,17.0,0.0,1.0,1.0,,1.0,0.0
7089,0.0,55.598121,37.337657,11.0,В мкр,39,1990.0,2.0,16.0,0.0,1.0,1.0,,,0.0
8150,0.0,55.661262,37.410142,7.0,Боровское шоссе,2Ак4,2017.0,2.0,25.0,0.0,1.0,1.0,1.0,0.0,1.0
5564,0.0,55.758266000000006,37.400432,7.0,Осенняя улица,4К1,1986.0,2.0,15.0,0.0,1.0,1.0,0.0,1.0,0.0
4927,0.0,55.63949100000001,37.344538,7.0,улица Скульптора Мухиной,7К1,1989.0,3.0,14.0,0.0,1.0,0.0,,,0.0
4179,0.0,55.786738,37.633176,0.0,улица Гиляровского,56,1957.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0
28,0.0,55.656346,37.424327000000005,11.0,улица Татьянин Парк,14к1,2015.0,2.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0
9530,0.0,55.318259999999995,37.158415999999995,10.0,пос. Дома отдыха Вороново,2,1978.0,0.0,5.0,1.0,0.0,0.0,,,3.0
1828,1.0,55.512164,37.353081,11.0,Кленовые Аллеи ЖК,к1,2020.0,,17.0,1.0,1.0,1.0,,0.0,
323,0.0,55.80304399999999,37.413197,8.0,улица Маршала Катукова,24к5,2008.0,2.0,29.0,0.0,1.0,1.0,1.0,0.0,0.0
4914,0.0,55.842479000000004,37.421012,8.0,проезд Донелайтиса,20К1,1989.0,3.0,22.0,0.0,1.0,1.0,,1.0,0.0
2952,1.0,55.78714300000001,37.542383,1.0,улица Авиаконструктора Сухого,2к2,2017.0,2.0,24.0,1.0,1.0,1.0,0.0,,
9477,0.0,55.751351,37.514302,7.0,улица Заречная,25,2014.0,0.0,6.0,0.0,1.0,1.0,,,3.0
1364,0.0,55.745661,37.670798,0.0,улица Школьная,13к2,2014.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0
4190,0.0,55.704413,37.503352,7.0,улица Столетова,7,2009.0,2.0,25.0,0.0,1.0,1.0,,,0.0
197,0.0,55.854628000000005,37.41529,8.0,Туристская улица,25к5,2013.0,2.0,22.0,1.0,1.0,1.0,1.0,1.0,0.0
1351,0.0,55.84879599999999,37.405021999999995,8.0,бульвар Яна Райниса,47К1,1985.0,3.0,17.0,0.0,1.0,0.0,,1.0,0.0
6311,0.0,55.717918000000004,37.447521,7.0,улица Козлова,34,2008.0,2.0,23.0,1.0,1.0,0.0,0.0,,0.0
4192,0.0,55.721771999999994,37.398383,7.0,улица Толбухина,11К2,2003.0,2.0,24.0,0.0,1.0,1.0,2.0,1.0,1.0
4757,0.0,55.869415000000004,37.617177000000005,2.0,Северный бульвар,19,1975.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
5080,1.0,55.848741000000004,37.638737,2.0,Лазоревый проезд,1,2017.0,2.0,25.0,0.0,1.0,1.0,0.0,,0.0
3363,0.0,55.740669,37.869963,3.0,Городецкая улица,9А,,,17.0,,,,,,
2258,0.0,55.677656000000006,37.497036,7.0,улица Удальцова,73,2010.0,2.0,19.0,0.0,1.0,1.0,0.0,,
4508,0.0,55.878591,37.697873,2.0,улица Коминтерна,33К2,1973.0,0.0,9.0,0.0,1.0,1.0,,,0.0
9321,0.0,55.886029,37.658356,2.0,Заревый проезд,10,1989.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
5807,0.0,55.42405600000001,37.293909,10.0,с. Красное,5А,2003.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
3792,0.0,55.706086,37.549704999999996,7.0,улица Косыгина,19К1,2004.0,2.0,6.0,1.0,1.0,1.0,0.0,,0.0
1831,0.0,55.64314399999999,37.38499,7.0,Производственная улица,10к2,2019.0,,10.0,1.0,1.0,1.0,0.0,0.0,
2307,0.0,55.71944499999999,37.437748,7.0,улица Багрицкого,51,1968.0,0.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
4993,0.0,55.75993199999999,37.561275,0.0,улица Трехгорный Вал,14С1,2010.0,0.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0
1812,1.0,55.754197999999995,37.598645,0.0,Поварская улица,8/1С1,2017.0,2.0,6.0,0.0,1.0,1.0,1.0,,0.0
4724,0.0,55.759238,37.560565000000004,0.0,улица Трехгорный Вал,8,1890.0,0.0,4.0,1.0,0.0,0.0,,,0.0
6353,0.0,55.793915000000005,37.615479,2.0,Шереметьевская улица,1К1,1958.0,2.0,5.0,1.0,0.0,0.0,1.0,,0.0
284,0.0,55.903014,37.550801,2.0,Псковская улица,10К1,1982.0,3.0,16.0,0.0,1.0,0.0,,1.0,0.0
6196,0.0,55.81284300000001,37.656946000000005,2.0,улица Павла Корчагина,4,1970.0,0.0,9.0,0.0,1.0,0.0,,,0.0
8188,0.0,55.865354,37.650971999999996,2.0,улица Чичерина,10К1,1992.0,3.0,17.0,0.0,1.0,1.0,,1.0,0.0
9425,0.0,55.86551,37.616656,2.0,улица Пестеля,8В,1975.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0
6344,1.0,55.780784999999995,37.579771,1.0,улица 3-я Ямского Поля,9к4,2016.0,2.0,6.0,1.0,1.0,0.0,,,
4857,0.0,55.834153,37.356441,8.0,улица Генерала Белобородова,18,1996.0,3.0,17.0,0.0,1.0,1.0,,1.0,0.0
9677,0.0,55.827808,37.582349,2.0,улица Милашенкова,12,1980.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
309,1.0,55.78093199999999,37.580158000000004,1.0,улица 3-я Ямского Поля,9к3,2016.0,2.0,6.0,1.0,0.0,0.0,,,
7136,0.0,55.740999,37.436040999999996,7.0,Рублевское шоссе,16К3,1996.0,4.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0
5950,0.0,55.89784100000001,37.398662,8.0,Новокуркинское шоссе,23/15,2016.0,2.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0
1725,0.0,55.859534,37.419009,8.0,Туристская улица,33,2004.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
6390,0.0,55.830518000000005,37.458238,8.0,улица Большая Набережная,19к3,2004.0,4.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0
5910,1.0,55.645654,37.38905,7.0,Лучи ЖК,4,2020.0,,22.0,0.0,1.0,1.0,0.0,,
3396,1.0,55.775459,37.673519,0.0,Нижняя Красносельская улица,35С7,2015.0,2.0,5.0,1.0,1.0,1.0,,,
4930,0.0,55.762115,37.609631,0.0,Тверская улица,8к1,1941.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0
4672,0.0,55.565865,37.471021,11.0,улица Лазурная,16,2013.0,,17.0,0.0,1.0,0.0,,1.0,0.0
2837,0.0,55.638571999999996,37.325593,11.0,улица Бориса Пастернака,17,2014.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,1.0
7564,,55.761203,37.650064,0.0,улица Покровка,33с2,,,5.0,,,,,,
9194,1.0,55.644476,37.328009,11.0,улица Самуила Маршака,1,2014.0,3.0,17.0,0.0,1.0,1.0,1.0,,1.0
2079,0.0,55.602393000000006,37.723026000000004,5.0,улица Ясеневая,5,2015.0,2.0,8.0,0.0,1.0,0.0,1.0,1.0,3.0
7583,0.0,55.782095999999996,37.467715000000005,8.0,бульвар Генерала Карбышева,15К2,1976.0,4.0,14.0,0.0,1.0,0.0,1.0,1.0,
5637,0.0,55.798854000000006,37.389814,8.0,улица Твардовского,2к4,2012.0,2.0,25.0,0.0,1.0,1.0,0.0,1.0,0.0
1590,0.0,55.806464,37.515254,1.0,Ленинградский проспект,76К2,2003.0,2.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0
6749,0.0,55.79393,37.526564,1.0,улица Авиаконструктора Микояна,14к2,2006.0,2.0,16.0,0.0,1.0,1.0,,1.0,0.0
8134,0.0,55.88714,37.400494,8.0,Воротынская улица,5,2004.0,,5.0,0.0,1.0,1.0,,,
9471,0.0,55.811032,37.400674,8.0,улица Маршала Катукова,4К1,1979.0,3.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
8993,0.0,55.827312,37.492662,1.0,Ленинградское шоссе,22,1963.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
4168,0.0,55.818709999999996,37.573501,1.0,Дмитровское шоссе,13А,2004.0,2.0,30.0,0.0,1.0,1.0,0.0,,0.0
4530,0.0,55.540282,37.144133000000004,10.0,улица Николинские Ключи,32,2015.0,,3.0,1.0,0.0,0.0,1.0,,
1548,0.0,55.573327,37.490505999999996,11.0,улица Бачуринская,21,2016.0,,12.0,0.0,1.0,1.0,,,0.0
2602,0.0,55.750859,37.415299,7.0,Рублевское шоссе,40К3,1985.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
2376,0.0,55.645141,37.4167,7.0,Волынская улица,3,1998.0,3.0,22.0,0.0,1.0,0.0,,1.0,0.0
7096,0.0,55.77709399999999,37.681443,0.0,Спартаковская площадь,1/2,1959.0,0.0,9.0,0.0,1.0,0.0,,1.0,0.0
7408,0.0,55.789011,37.495545,8.0,улица Берзарина,4,1958.0,0.0,5.0,1.0,0.0,0.0,,,0.0
4866,0.0,55.845673,37.45734,8.0,улица Свободы,40К1,1984.0,3.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
2367,0.0,55.853919999999995,37.440684999999995,8.0,улица Героев Панфиловцев,6К1,1968.0,3.0,9.0,0.0,1.0,1.0,,1.0,0.0
2030,0.0,55.794264,37.460044,8.0,улица Рогова,7к2,1998.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
7644,1.0,55.784177,37.49709,8.0,3-я Хорошевская улица,19к3с2,2022.0,2.0,20.0,0.0,1.0,1.0,1.0,,
1388,0.0,55.798621,37.485906,8.0,улица Маршала Бирюзова,30,1955.0,0.0,6.0,0.0,1.0,0.0,,0.0,0.0
7119,0.0,55.803186,37.473222,8.0,улица Маршала Василевского,3К1,1950.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0
2580,0.0,55.773807999999995,37.487146,8.0,улица Демьяна Бедного,7,1959.0,0.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0
961,0.0,55.69749300000001,37.857602,4.0,Лермонтовский проспект,16,2008.0,3.0,17.0,0.0,1.0,0.0,,1.0,0.0
9081,0.0,55.62635,37.310932,11.0,улица Летчика Ульянина,7,2017.0,,22.0,0.0,1.0,1.0,1.0,1.0,
8544,0.0,55.602393000000006,37.723026000000004,5.0,улица Ясеневая,5к1,2014.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,3.0
3626,0.0,55.604834,37.368308,11.0,улица Никитина,16,2015.0,3.0,17.0,1.0,1.0,1.0,1.0,1.0,1.0
5887,0.0,55.518601000000004,37.394314,11.0,улица Нильса Бора,12,2015.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0
6720,0.0,55.714186,37.477031,7.0,Староволынская улица,12к2,2010.0,2.0,9.0,0.0,1.0,1.0,0.0,1.0,1.0
5613,0.0,55.718816000000004,37.426186,7.0,Рябиновая улица,3к2,2019.0,2.0,27.0,1.0,1.0,1.0,,1.0,0.0
5893,0.0,55.770811,37.591189,0.0,2-я Брестская улица,6,2019.0,2.0,12.0,1.0,1.0,1.0,2.0,1.0,
6890,0.0,55.651161,37.750433,4.0,Луговой проезд,2,1995.0,3.0,21.0,0.0,1.0,1.0,1.0,1.0,0.0
2616,,55.677712,37.44444,7.0,улица Наташи Ковшовой,29,2006.0,,14.0,,,,,,
1975,0.0,55.542126,37.490209,11.0,улица Александры Монаховой,94к5,2017.0,,18.0,0.0,1.0,1.0,1.0,1.0,0.0
9604,0.0,55.739808,37.501284999999996,7.0,Барклая улица,7К4,2015.0,2.0,10.0,0.0,1.0,1.0,0.0,1.0,0.0
8973,0.0,55.669731999999996,37.471911,7.0,улица Академика Анохина,4К2,2001.0,2.0,15.0,0.0,1.0,1.0,,1.0,0.0
2440,0.0,55.661547,37.473923,7.0,улица Академика Анохина,7,2002.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
3536,0.0,55.709302,37.483373,7.0,Веерная улица,22К3,2003.0,2.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0
8324,0.0,55.816384,37.722235,3.0,проезд 3-й Подбельского,18Б,1958.0,0.0,5.0,1.0,0.0,0.0,1.0,,0.0
8784,0.0,55.6572,37.763594,4.0,Новомарьинская улица,15,1998.0,3.0,18.0,0.0,1.0,1.0,1.0,1.0,0.0
8455,0.0,55.65578299999999,37.744576,4.0,улица Перерва,52,1996.0,3.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
5998,0.0,55.805209,37.724265,3.0,Просторная улица,14К3,1998.0,0.0,14.0,0.0,1.0,1.0,1.0,,0.0
7371,0.0,55.711868,37.783689,4.0,4-я Новокузьминская улица,13к1,1974.0,3.0,14.0,0.0,1.0,0.0,,1.0,0.0
9694,0.0,55.88459,37.393361999999996,8.0,Куркинское шоссе,17к9,2005.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0
2107,0.0,55.784886,37.449659000000004,8.0,набережная Новикова-Прибоя,12К2,1964.0,3.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
1275,0.0,55.514891000000006,37.365953999999995,11.0,улица Светлая,2,,,3.0,1.0,0.0,0.0,1.0,,
6538,1.0,55.776477,37.735359,3.0,Вольная улица,28к2,2020.0,,25.0,0.0,1.0,0.0,0.0,,
97,0.0,55.789978000000005,37.799032000000004,3.0,9-я Парковая улица,5,1970.0,0.0,12.0,1.0,0.0,0.0,,,0.0
8220,0.0,55.792032999999996,37.723942,3.0,2-я Пугачевская улица,12К2,1968.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
3680,0.0,55.67991,37.856784999999995,4.0,улица Авиаконструктора Миля,20,1997.0,,17.0,0.0,1.0,0.0,,1.0,0.0
2785,0.0,55.681706999999996,37.752221,4.0,Ставропольская улица,17К2,1978.0,3.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
4869,0.0,55.621338,37.606811,5.0,Днепропетровская улица,1,1990.0,3.0,22.0,0.0,1.0,1.0,,,0.0
658,,55.763006999999995,37.488844,7.0,Филевский бульвар,37,1999.0,,17.0,,,,,,
1957,,55.697244999999995,37.456684,7.0,Очаковское шоссе,8К4,1978.0,,16.0,,,,,,
3640,0.0,55.811361,37.411535,8.0,улица Исаковского,20К1,,,16.0,0.0,1.0,1.0,1.0,1.0,0.0
6437,0.0,55.619564000000004,37.595869,5.0,Чертановская улица,23К1,1970.0,3.0,14.0,0.0,1.0,1.0,,1.0,0.0
5906,0.0,55.62514,37.668983000000004,5.0,Каспийская улица,30К8,1973.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
1906,0.0,55.59405600000001,37.598115,5.0,улица Академика Янгеля,1к1,2013.0,2.0,22.0,0.0,1.0,1.0,2.0,1.0,0.0
390,0.0,55.596773,37.664393,5.0,Бирюлевская улица,13К1,1972.0,2.0,9.0,0.0,1.0,0.0,,1.0,0.0
5628,0.0,55.600531000000004,37.669979999999995,5.0,Липецкая улица,4к1,1977.0,4.0,16.0,0.0,1.0,0.0,,1.0,0.0
3024,0.0,55.66686800000001,37.619647,5.0,Симферопольский проезд,6,1962.0,0.0,5.0,1.0,0.0,0.0,,,0.0
5788,0.0,55.60374100000001,37.547567,6.0,Новоясеневский проспект,19К1,1978.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0
9348,0.0,55.543628000000005,37.517949,6.0,улица Адмирала Лазарева,52К1,2000.0,3.0,12.0,0.0,1.0,0.0,,1.0,0.0
6898,0.0,55.610077000000004,37.527112,6.0,Литовский бульвар,6К1,1978.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
9698,0.0,55.60487,37.528028000000006,6.0,Новоясеневский проспект,22К3,1977.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0
5774,0.0,55.613804,37.535745,6.0,Литовский бульвар,5/10,1985.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
1977,0.0,55.840674,37.419575,8.0,Походный проезд,17к1,1973.0,,9.0,0.0,1.0,0.0,1.0,1.0,
6952,0.0,55.749674,37.502292,7.0,Большая Филевская улица,16,2007.0,2.0,12.0,1.0,1.0,1.0,,,3.0
6710,0.0,55.744875,37.679044,0.0,улица Рогожский Вал,3,1963.0,0.0,8.0,0.0,1.0,0.0,,,0.0
6114,0.0,55.683463,37.543641,6.0,улица Панферова,5к1,1959.0,4.0,5.0,1.0,0.0,0.0,1.0,,0.0
5190,0.0,55.53091800000001,37.523276,6.0,Чечерский проезд,82,1997.0,3.0,9.0,1.0,0.0,0.0,,,0.0
2044,0.0,55.754213,37.703649,4.0,мкр. 5-й,к518,1970.0,0.0,14.0,0.0,1.0,0.0,,1.0,0.0
5689,0.0,55.84229200000001,37.364354999999996,8.0,мкр. 7-й,к703,1967.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
7738,0.0,55.97465,37.169906,9.0,мкр. 20-й,к2028,2007.0,2.0,17.0,0.0,1.0,1.0,,1.0,0.0
4686,0.0,55.84229200000001,37.364354999999996,8.0,мкр. 7-й,к702,1967.0,3.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0
3394,0.0,55.823014,37.757557,3.0,Открытое шоссе,24К11,1989.0,4.0,14.0,0.0,1.0,0.0,,,3.0
6116,0.0,55.760059,37.738126,3.0,проспект Буденного,51А,2017.0,,32.0,0.0,0.0,1.0,0.0,0.0,
629,0.0,55.824066,37.817654,3.0,Уссурийская улица,7,1978.0,3.0,16.0,0.0,1.0,1.0,,1.0,0.0
2029,1.0,55.774547999999996,37.641566,3.0,переулок Докучаев,2с3,2018.0,2.0,19.0,0.0,1.0,1.0,0.0,0.0,
756,1.0,55.714186,37.433382,7.0,Лайф Кутузовский ЖК,к8,2020.0,,18.0,0.0,1.0,1.0,1.0,,
8788,0.0,55.849125,37.447835999999995,8.0,Химкинский бульвар,15К1,1982.0,3.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0
8509,0.0,55.860489,37.424246000000004,8.0,Туристская улица,24К2,1969.0,3.0,9.0,0.0,1.0,0.0,,,0.0
4130,0.0,55.862590000000004,37.423123,8.0,улица Вилиса Лациса,21К2,2005.0,3.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0
4000,0.0,55.857422,37.429187,8.0,улица Героев Панфиловцев,11к1,2008.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
319,0.0,55.852996,37.34558,8.0,переулок Ангелов,8,1992.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
4995,,55.63094399999999,37.479906,6.0,улица Академика Варги,1,,,14.0,,,,,,
2891,0.0,55.787452,37.571146999999996,1.0,улица Расковой,3,1963.0,3.0,5.0,1.0,0.0,0.0,,,0.0
9326,0.0,55.826857,37.529475,1.0,Большая Академическая улица,23,1960.0,0.0,5.0,1.0,0.0,0.0,,,0.0
3177,0.0,55.811563,37.570446999999994,1.0,улица Всеволода Вишневского,9,1964.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
4784,0.0,55.850085,37.511526,1.0,Кронштадтский бульвар,30,2005.0,2.0,17.0,0.0,1.0,0.0,,1.0,0.0
5294,0.0,55.837272,37.458211,8.0,Лодочная улица,9К1,2004.0,3.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0
3410,0.0,55.898987,37.380741,8.0,Юровская улица,94,2011.0,2.0,4.0,0.0,1.0,0.0,1.0,,0.0
3157,0.0,55.78153399999999,37.472243,8.0,бульвар Генерала Карбышева,18,2002.0,2.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0
9252,0.0,55.861812,37.680365,2.0,Анадырский проезд,11,1958.0,0.0,5.0,1.0,0.0,0.0,,,0.0
2,0.0,55.861691,37.642644,2.0,Вересковая улица,13,1987.0,3.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
1511,0.0,55.844111,37.576852,2.0,Гостиничный проезд,6К2,,,5.0,1.0,0.0,0.0,1.0,,
4620,0.0,55.87015699999999,37.701313,2.0,Палехская улица,15,1972.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
